UserID,Age(bin),YearsExp(bin),Trans_Domain,Trans_Gender,Trans_University,Trans_UOC_Position,Trans_PhD,Trans_Other_Position,Trans_Use_wiki,Easy for stu to develop new skills,Improves stu's learning,Useful for teaching 2,user friendly,easy to find info,easy to add or edit info,stimulates curiosity,entertaining,reliable,Info updated,comprehensice,lower quality 2,trust in editing system,improves visibility of stu's work,easy to have records,cite wiki,well considered among colleagues,sharing open edu resource is appreciated,colleagues use wiki,important to share in open platform,important to publish other than book,important to be familiar with open platform,use wiki to develop teaching material,use wiki develop edu activities with stu,recommend stu to use wiki,recommend colleague,agree stu use wiki,contribute to blogs,actively participate in social networks 2,publish academic content in open platform 2,promotes use of open collavorative environment,consider as teaching merits,future recommend to stu and colleague,future will use in teaching,Inc1-best parctices guide,Inc2-instruction form a colleague,Inc3-specific training 2,Inc4-greater institutional recognition 2,Exp1-consult academic in own area,Exp2-consult other academic issues 2,Exp3-consult personal issues,Exp4-contribute to wiki 2,Exp5-use wiki to work with stu 2
U736,40~50,10~20,Arts & Humanities,Female,UOC,Adjunct,Non-PhD,Professor,No,Mid,Mid,Mid,High,High,Mid,High,High,High,High,High,N/A,High,Mid,Mid,Mid,Mid,High,Mid,High,High,High,Low,Low,High,High,High,High,Mid,Low,High,Mid,High,Mid,High,High,High,High,Mid,High,High,Low,High
U737,40~50,0~10,Arts & Humanities,Female,UOC,Adjunct,Non-PhD,Associate,No,Low,Low,Mid,Mid,N/A,Low,Low,Low,Mid,Mid,Mid,High,Mid,Low,Mid,Mid,Low,Low,Mid,Mid,Low,Low,Low,Mid,Low,Mid,Low,Low,Mid,High,High,Mid,Mid,High,Mid,Mid,Mid,High,Mid,Mid,Mid,Mid,High
U738,30~40,0~10,Arts & Humanities,Female,UOC,Adjunct,Non-PhD,Associate,Yes,Low,N/A,High,High,High,Mid,High,Mid,High,High,Mid,Mid,High,High,High,High,Mid,Mid,Low,High,High,High,High,Low,High,Mid,High,High,High,Low,High,High,Mid,High,High,Mid,N/A,High,High,High,High,High,Low
U739,20~30,0~10,Unknown,Female,UOC,Adjunct,Non-PhD,Associate,No,High,Low,High,High,High,High,Mid,Mid,High,High,High,High,High,Low,Mid,Mid,Mid,High,Mid,High,High,High,High,High,High,High,High,Mid,High,High,High,High,High,High,High,High,High,High,High,High,High,Low,Low
U740,30~40,0~10,Unknown,Female,UOC,Adjunct,Non-PhD,Professor,No,High,High,High,High,N/A,High,High,High,High,High,High,Mid,High,Low,Mid,Mid,High,High,High,High,High,High,Low,Low,High,High,High,High,High,Mid,High,High,High,High,High,High,High,High,High,High,High,Low,Mid
U741,40~50,0~10,Engineering & Architecture,Female,UOC,Adjunct,Non-PhD,Associate,Yes,High,Mid,High,High,High,High,Mid,High,Mid,Mid,Low,High,High,Mid,Mid,High,High,High,Low,High,High,High,High,Mid,High,Mid,Mid,High,High,High,High,High,Mid,High,High,High,Low,Low,High,High,High,Mid,High
U742,40~50,20~30,Arts & Humanities,Female,UOC,Adjunct,PhD,Associate,No,Low,Low,Low,Mid,Mid,High,High,High,Low,Low,Mid,High,Mid,Mid,Mid,Low,Low,Mid,Low,High,High,High,Low,Low,Mid,Low,Low,High,High,High,High,High,Mid,Mid,Mid,High,Mid,High,Mid,Mid,Low,Low,High
U743,30~40,0~10,Unknown,Female,UOC,Adjunct,Non-PhD,Associate,No,High,High,High,High,High,High,High,High,Mid,High,Low,High,Low,High,High,Low,Low,Low,Low,High,High,High,Low,Low,Low,Low,High,Mid,Low,Low,High,High,Mid,Mid,High,High,Low,High,Low,Low,High,Low,High
U744,40~50,0~10,Arts & Humanities,Female,UOC,Adjunct,PhD,Associate,No,Mid,Mid,High,Mid,Mid,Low,Low,Low,Mid,Mid,Low,Mid,Mid,Mid,Low,Mid,Mid,Mid,Low,Mid,Mid,Mid,Mid,High,Mid,Low,Mid,Low,Low,Low,High,N/A,Mid,Mid,N/A,Mid,High,Mid,Mid,High,High,Low,Low
U745,30~40,0~10,Arts & Humanities,Female,UOC,Adjunct,Non-PhD,Professor,No,Mid,Mid,Mid,High,High,N/A,High,High,High,High,High,Low,Mid,N/A,N/A,Low,Mid,N/A,N/A,High,High,High,Low,Low,Mid,N/A,High,Low,Low,Low,High,N/A,Mid,Mid,High,High,Mid,Mid,High,High,High,Low,High
U746,30~40,0~10,Unknown,Female,UOC,Adjunct,Non-PhD,Professor,Yes,Mid,High,High,High,High,High,Mid,High,Low,Mid,Low,Mid,Low,Mid,High,Low,Low,High,High,High,High,High,Low,Low,Mid,High,Mid,Low,Low,High,Mid,High,Mid,Low,High,High,Low,High,Low,High,High,Mid,Mid
U747,30~40,10~20,Law & Politics,Female,UOC,Adjunct,Non-PhD,Professor,No,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,High,High,Mid,Mid,Low,Mid,High,Mid,Mid,Mid,Mid,Low,Low,Low,Low,Mid,Low,Low,Low,Mid,Low,Low,Low,Mid,Mid,High,High,Low,Low,Low,Low,Low
U748,30~40,0~10,Law & Politics,Female,UOC,Adjunct,Non-PhD,Associate,No,High,High,High,High,High,Mid,High,High,Mid,Mid,Mid,Mid,Low,High,High,High,High,High,High,High,High,High,Mid,Mid,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Mid,High
U749,30~40,0~10,Health Sciences,Female,UOC,Adjunct,PhD,Associate,No,Mid,High,High,High,High,N/A,High,High,High,High,High,Mid,High,N/A,N/A,Low,Mid,High,Mid,High,High,High,Mid,Low,Mid,High,Mid,Low,High,Low,High,High,High,Mid,Mid,Mid,High,High,Mid,High,High,Low,Low
U750,50~60,0~10,Unknown,Female,UOC,Adjunct,Non-PhD,Associate,No,Mid,Mid,Mid,High,High,High,High,High,Low,Mid,Low,Mid,Mid,Mid,Mid,Low,Low,Mid,Low,High,High,High,Low,Low,Low,Low,Mid,Mid,Low,Low,High,High,Mid,Mid,High,High,Mid,Mid,Low,Low,Mid,Low,Low
U751,30~40,0~10,Health Sciences,Female,UOC,Adjunct,PhD,Associate,No,Low,Low,Mid,High,High,Mid,Low,Low,Mid,Mid,Low,Mid,Mid,Mid,Mid,Low,Low,Low,Low,Low,High,High,Low,Low,Low,Low,Low,Low,High,Mid,High,High,Low,Low,Mid,Low,Mid,High,Mid,Mid,Mid,Low,Mid
U752,30~40,10~20,Arts & Humanities,Female,UOC,Adjunct,Non-PhD,Professor,No,Mid,Mid,Low,High,High,High,High,High,High,High,High,Mid,Low,Mid,High,Low,Low,High,Low,High,High,High,N/A,N/A,Low,Low,Low,Low,Low,Low,Mid,High,Low,Mid,High,High,Low,Low,Low,N/A,N/A,N/A,High
U753,30~40,0~10,Sciences,Female,UOC,Adjunct,PhD,Associate,No,High,High,High,High,High,High,High,High,Mid,Mid,Mid,Mid,Low,Low,Mid,Low,Low,High,Low,High,High,High,Low,Low,Low,Low,Low,Mid,Mid,Low,High,High,High,High,Mid,Low,Low,High,Mid,Mid,Mid,Low,High
U754,30~40,0~10,Law & Politics,Female,UOC,Adjunct,PhD,Professor,No,Mid,Mid,Mid,Mid,Mid,Mid,High,High,Low,Low,Mid,Mid,Mid,Mid,Mid,Mid,Low,Low,Low,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Low,Mid,Low,Low,Mid,Mid,Mid,N/A,Mid,Mid,N/A,Low,N/A,Mid,Mid,Mid,Low
U755,30~40,0~10,Health Sciences,Female,UOC,Adjunct,PhD,Professor,No,Low,Mid,Mid,High,High,Mid,Mid,High,High,High,High,High,High,Mid,High,Mid,Mid,High,Mid,High,Mid,High,Low,Low,Low,Low,High,Low,High,Low,High,Mid,Mid,Mid,High,Mid,Mid,High,Mid,High,High,Low,Mid
U756,40~50,0~10,Sciences,Female,UOC,Adjunct,Non-PhD,Associate,No,High,High,High,High,High,Mid,High,High,High,High,High,Low,High,High,Mid,Low,Mid,Mid,High,High,High,High,N/A,N/A,Mid,Low,High,Low,Low,Low,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
U757,30~40,0~10,Unknown,Female,UOC,Adjunct,PhD,Associate,No,Low,High,Mid,High,High,Mid,High,Mid,High,High,High,Mid,High,Mid,Low,Low,Low,Low,N/A,High,High,High,Low,Low,Mid,Mid,Mid,Mid,High,Mid,High,N/A,Mid,N/A,High,N/A,N/A,N/A,High,High,High,Low,High
U758,30~40,0~10,Unknown,Female,UOC,Adjunct,Non-PhD,Professor,No,High,High,High,High,High,High,High,High,High,High,Mid,Low,Mid,Mid,Mid,Low,Low,Low,Low,High,High,High,Low,Low,High,Low,High,High,High,High,High,High,Mid,High,High,Mid,High,High,High,Mid,High,Low,Low
U759,30~40,0~10,Arts & Humanities,Female,UOC,Adjunct,Non-PhD,Associate,No,Low,Low,Low,High,High,N/A,Mid,Low,Mid,Mid,Low,High,Low,Low,N/A,Low,Mid,Low,Low,Mid,Low,Low,Low,Low,Low,Low,High,Low,Mid,Low,High,High,Low,Low,High,Mid,High,High,High,Mid,High,Low,Mid
U760,40~50,10~20,Arts & Humanities,Female,UOC,Adjunct,Non-PhD,Associate,No,Mid,Mid,High,High,High,Mid,High,High,Mid,High,High,Mid,High,High,Mid,Mid,Mid,High,High,High,High,High,Low,Low,High,High,High,Low,Low,Low,High,High,High,High,High,High,High,High,Mid,High,High,Low,High
U761,20~30,0~10,Health Sciences,Female,UOC,Adjunct,Non-PhD,Associate,Yes,High,High,Mid,Mid,High,High,High,Mid,Mid,Mid,Mid,High,High,High,High,High,Mid,Mid,Mid,High,High,High,High,High,Mid,Mid,N/A,High,Low,Mid,High,High,High,N/A,High,High,High,High,High,High,Low,High,Mid
U762,30~40,0~10,Arts & Humanities,Female,UOC,Adjunct,Non-PhD,Associate,No,Low,Low,High,High,High,Low,Mid,N/A,High,High,High,N/A,High,Low,High,N/A,Low,High,Mid,Mid,High,High,Low,Low,Low,Low,N/A,Low,Low,Low,High,High,Low,Low,High,High,High,Mid,Low,Low,High,Low,High
U763,30~40,0~10,Unknown,Female,UOC,Adjunct,Non-PhD,Associate,No,High,High,High,High,High,Mid,High,High,Mid,High,Mid,High,High,Mid,Mid,Mid,High,Mid,Mid,High,High,High,Mid,Mid,High,High,Mid,Low,High,Low,High,High,High,High,High,Mid,Mid,Mid,Mid,Mid,Low,Low,Mid
U764,40~50,0~10,Unknown,Female,UOC,Adjunct,Non-PhD,Professor,No,Mid,Low,Mid,High,High,Mid,Low,Mid,Mid,Mid,Low,Low,Mid,Mid,Mid,Low,Low,High,Mid,High,High,High,Low,Low,Low,Low,Mid,Low,Low,Mid,Mid,Low,Low,Low,Mid,Mid,Low,Low,Low,Mid,Mid,Low,Mid
U765,30~40,0~10,Arts & Humanities,Female,UOC,Adjunct,Non-PhD,Associate,No,High,High,High,High,High,High,High,High,High,High,High,Mid,High,Mid,Mid,High,High,Mid,Mid,High,High,High,Mid,Low,High,High,High,High,High,Mid,Mid,Mid,High,High,High,High,Mid,Mid,High,High,High,Low,High
U766,40~50,10~20,Health Sciences,Female,UOC,Adjunct,Non-PhD,Associate,No,Low,Low,Low,High,Low,Low,Low,Low,Low,Low,Low,High,Low,Low,Low,Low,Low,Low,Low,Mid,Low,High,Low,Low,Low,Low,High,Low,Low,Low,High,Mid,Mid,Mid,High,High,High,High,Low,Mid,Mid,Low,Low
U767,30~40,0~10,Unknown,Female,UOC,Adjunct,Non-PhD,Associate,No,High,High,High,High,High,High,High,High,High,High,Mid,Mid,Mid,Mid,High,Low,Low,Mid,Mid,High,High,High,Low,Low,Mid,Mid,High,High,High,Mid,Mid,Mid,Mid,High,High,Mid,Mid,N/A,Mid,Mid,Mid,Low,Low
U768,20~30,0~10,Arts & Humanities,Female,UOC,Adjunct,PhD,Professor,No,Low,Low,High,Mid,Mid,N/A,Low,Mid,Low,Low,Low,Low,Low,Low,Mid,Low,Low,High,High,High,Mid,Mid,Low,Low,Low,Mid,Mid,Low,Low,High,Mid,Low,Low,Low,Low,Low,Mid,Mid,High,High,High,Low,Low
U769,50~60,0~10,Health Sciences,Female,UOC,Adjunct,Non-PhD,Associate,No,Mid,Low,Mid,High,High,Mid,High,High,Low,Mid,Low,Mid,Mid,Mid,Mid,Mid,Low,Mid,High,High,High,High,Mid,Low,High,High,Mid,Low,Low,Low,High,High,Mid,Mid,Mid,Mid,High,Mid,High,High,High,Low,Mid
U770,30~40,0~10,Unknown,Female,UOC,Adjunct,Non-PhD,Associate,No,High,High,High,High,High,Mid,High,High,Mid,High,High,Mid,High,Mid,Mid,Low,Mid,Mid,Mid,High,High,High,Low,Low,Mid,Mid,High,Low,Mid,Low,High,High,High,High,High,High,High,Mid,High,High,High,Low,Low
U771,20~30,0~10,Unknown,Female,UOC,Adjunct,Non-PhD,Associate,Yes,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Mid,Low,Low,Mid,Low,Low,Mid,Low,Low,Low,Mid,Mid,Mid,Mid,Low,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,High
U772,40~50,10~20,Law & Politics,Female,UOC,Adjunct,PhD,Professor,No,Low,Low,Low,High,High,N/A,High,Mid,Mid,Low,Mid,High,Low,N/A,N/A,Low,Low,High,Low,High,High,Mid,Low,Low,Low,Low,Low,Low,Mid,Low,High,High,Low,Low,N/A,N/A,N/A,N/A,High,High,High,Low,Low
U773,30~40,0~10,Unknown,Female,UOC,Adjunct,PhD,Professor,No,High,High,High,High,High,Mid,High,High,High,High,High,Mid,Mid,Mid,Mid,Low,Mid,High,Mid,High,High,High,Low,Low,Low,Low,High,Low,Low,Low,High,High,Mid,Mid,High,High,High,High,Low,Low,High,Low,Low
U774,30~40,0~10,Health Sciences,Female,UOC,Adjunct,Non-PhD,Associate,No,High,Mid,Mid,High,High,Mid,High,High,Mid,Mid,Low,High,Mid,High,Mid,Low,Low,Mid,Mid,High,High,High,Low,Low,Mid,Mid,High,Low,Low,Low,High,High,Mid,Mid,High,High,High,High,Low,High,High,Low,Low
U775,30~40,0~10,Unknown,Female,UOC,Adjunct,Non-PhD,Professor,No,High,Mid,Mid,High,Mid,Mid,High,Mid,Mid,Mid,N/A,High,Mid,Mid,N/A,Low,Low,High,Mid,High,Mid,High,Low,Mid,Low,Low,High,Mid,High,Mid,Mid,Mid,Mid,Low,Mid,Low,Mid,Low,Low,Mid,High,Low,Low
U776,40~50,0~10,Health Sciences,Female,UOC,Adjunct,Non-PhD,Associate,No,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Mid,High,High,High,High,High,High,Low,Low,Mid,Mid,High,Low,Low,Low,High,High,High,High,High,High,High,High,Low,Low,Low,Mid,Low
U777,20~30,0~10,Unknown,Female,UOC,Adjunct,Non-PhD,Professor,Yes,Low,Low,Low,High,High,Low,Mid,Mid,Mid,Mid,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,High,High,Low,Low,Low,Low,Mid,Low,N/A,Mid,Mid,Low,Mid,Mid,High,High,High,High,High,Mid,High,Low,Mid
U778,30~40,0~10,Sciences,Female,UOC,Adjunct,Non-PhD,Associate,No,High,High,High,High,High,Mid,High,Low,High,High,High,Low,High,High,Mid,Low,Mid,High,High,Low,High,High,Mid,High,High,High,High,High,High,Low,High,High,High,High,High,Low,High,High,Mid,High,High,Low,High
U779,40~50,0~10,Arts & Humanities,Female,UOC,Adjunct,Non-PhD,Professor,No,Mid,Mid,Mid,High,High,N/A,High,High,Mid,Mid,Mid,Mid,Low,N/A,N/A,Low,Low,Low,Low,High,High,High,Low,Low,Mid,Mid,Mid,Low,Low,N/A,High,High,Mid,Mid,High,High,High,High,Low,Low,Low,Low,Low
U780,40~50,,Engineering & Architecture,Female,UOC,Adjunct,Non-PhD,Associate,No,High,High,High,High,High,High,High,High,High,High,Mid,Mid,Mid,Mid,High,Low,High,Mid,Mid,High,High,High,Mid,Mid,Mid,Mid,Mid,High,High,High,High,N/A,Mid,Mid,High,Mid,High,High,Mid,Mid,Low,Mid,Mid
U781,30~40,0~10,Arts & Humanities,Female,UOC,Adjunct,PhD,Associate,No,Mid,Mid,Mid,High,High,Mid,High,High,Low,N/A,Mid,Mid,Mid,Mid,Mid,Low,Low,Mid,Mid,Mid,Mid,High,Low,Low,Low,Low,Mid,Low,Low,Low,High,High,Low,Low,Mid,Low,Low,Low,Low,Mid,Mid,Low,Mid
U782,40~50,0~10,Law & Politics,Female,UOC,Adjunct,Non-PhD,Professor,No,Low,Low,High,High,High,Mid,High,High,High,High,High,High,High,Mid,Mid,Low,Mid,High,High,High,High,High,Low,Low,High,High,High,Low,Low,Low,Mid,Mid,High,Mid,High,Mid,Mid,Low,Low,High,High,Low,Low
U783,40~50,0~10,Unknown,Female,UOC,Adjunct,PhD,Professor,No,Low,Low,Low,High,High,Mid,Mid,Mid,Mid,Mid,Low,Mid,Mid,Mid,Mid,Low,Mid,Mid,High,High,High,High,Low,Low,Low,Low,Low,Low,High,Low,High,High,Mid,Mid,High,High,High,High,Low,Low,Low,Low,Low
U784,30~40,0~10,Arts & Humanities,Female,UOC,Adjunct,Non-PhD,Associate,No,Low,Low,Mid,High,High,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Low,N/A,N/A,Low,Low,High,Low,High,High,High,Low,Low,Low,Low,Low,Low,Mid,Low,High,High,Low,Low,High,Mid,High,High,Low,Low,Low,Low,High
U785,30~40,0~10,Arts & Humanities,Female,UOC,Adjunct,PhD,Professor,No,Mid,Mid,High,High,High,Mid,Mid,High,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Low,Low,Mid,Mid,High,High,High,Mid,Mid,Mid,Mid,High,Low,Mid,Mid,Mid,Mid,High,High,High,High,Mid,High,Mid,Mid,Mid,Low,Low
U786,20~30,0~10,Unknown,Female,UOC,Adjunct,Non-PhD,Professor,No,Low,Low,Low,High,High,High,Low,High,Mid,Low,Mid,Low,High,Low,High,Low,Low,High,Low,High,High,High,Mid,Low,Low,Low,Low,Mid,High,Mid,High,High,Low,Low,High,Mid,High,Low,Mid,Mid,Mid,Low,Low
U787,40~50,0~10,Arts & Humanities,Female,UOC,Adjunct,Non-PhD,Professor,No,Low,Low,Mid,High,Mid,Mid,Low,Mid,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,High,High,Low,Low,Low,Low,Mid,Low,Mid,Mid,Mid,Mid,Low,Low,Mid,High,High,High,Low,Low,Low,Low,Low
U788,20~30,,Arts & Humanities,Female,UOC,Adjunct,Non-PhD,Associate,No,Low,Low,Low,High,High,Mid,High,Mid,Mid,High,Mid,High,Low,Low,Mid,Low,Low,Mid,Low,High,Mid,High,Low,Low,Low,Low,Low,Low,Mid,Low,Mid,Mid,Low,Low,High,High,High,High,Low,Low,High,Low,Low
U789,30~40,0~10,Law & Politics,Female,UOC,Adjunct,Non-PhD,Associate,No,Mid,Mid,Mid,High,Mid,Mid,High,N/A,High,High,High,Low,Mid,Mid,Mid,Low,Mid,High,Mid,Mid,High,High,Low,Low,Mid,Mid,Mid,Low,Mid,Low,N/A,N/A,Mid,High,High,High,Mid,Mid,Mid,Mid,Mid,Low,Low
U790,60~70,more than 30,Unknown,Female,UOC,Adjunct,PhD,Professor,No,High,High,High,High,High,Mid,High,High,High,High,Mid,Low,Mid,Mid,Mid,Mid,Mid,Mid,Mid,High,High,High,Low,Low,High,High,High,Low,Low,Low,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,High,Low,Low
U791,50~60,10~20,Health Sciences,Female,UOC,Adjunct,PhD,Associate,No,Low,Low,Mid,High,Low,Mid,High,High,Low,Low,Low,High,Low,Mid,Mid,Low,Low,High,Mid,High,High,High,Low,Low,Low,Low,N/A,Low,Mid,Low,High,High,Mid,Mid,High,Mid,High,High,High,High,High,Low,Low
U792,50~60,0~10,Health Sciences,Female,UOC,Adjunct,Non-PhD,Associate,Unknown,Low,Low,Low,High,Low,Low,High,Mid,Low,Low,Low,High,Low,N/A,N/A,Low,N/A,N/A,Low,N/A,Mid,Mid,N/A,N/A,Low,Low,Mid,Low,Low,Low,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
U793,40~50,10~20,Unknown,Female,UOC,Adjunct,PhD,Professor,Yes,Low,Mid,Mid,Low,High,Low,Mid,Low,Low,Low,Low,High,Low,Low,Low,Low,Low,Low,Mid,High,High,High,Low,Low,Low,Low,High,Low,Low,Mid,High,High,Low,Low,High,High,High,High,Low,Mid,Low,Low,Mid
U794,40~50,10~20,Arts & Humanities,Female,UOC,Adjunct,Non-PhD,Associate,No,Mid,Mid,Mid,High,High,High,High,High,Mid,High,Mid,High,Mid,Mid,High,Low,Low,Mid,Mid,High,High,High,Low,Low,Low,Low,Mid,Mid,High,Mid,High,Mid,Mid,Low,N/A,Mid,Mid,High,High,N/A,High,Low,Mid
U795,50~60,10~20,Arts & Humanities,Female,UOC,Adjunct,Non-PhD,Associate,No,Low,Low,Low,High,Mid,High,Low,Low,Low,Mid,Low,Low,Low,Low,Mid,Low,Mid,Mid,Low,Mid,Mid,Mid,Low,Low,Low,Low,Low,Low,High,Mid,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Low,Mid,Low,Low,Low
U796,60~70,10~20,Health Sciences,Female,UOC,Adjunct,Non-PhD,Associate,No,Low,High,High,High,High,High,Mid,Mid,High,Mid,Mid,Mid,High,Mid,Mid,Mid,N/A,Mid,Mid,High,Mid,N/A,Mid,Low,High,Low,High,Low,Low,Low,Mid,N/A,Mid,High,Mid,Low,Mid,Low,High,Mid,Low,Low,Low
U797,40~50,20~30,Arts & Humanities,Female,UOC,Adjunct,PhD,Professor,No,Mid,High,High,High,High,N/A,High,High,High,High,High,Low,High,N/A,N/A,High,Low,Low,Mid,High,High,High,High,Low,High,Mid,High,Mid,Low,High,High,High,High,High,High,High,High,High,High,High,High,Low,Low
U798,40~50,20~30,Arts & Humanities,Female,UOC,Adjunct,PhD,Professor,No,Mid,Mid,Mid,High,High,N/A,High,High,Mid,Mid,Mid,Low,Mid,Mid,N/A,Low,Low,Mid,High,High,Mid,High,Low,Mid,High,High,High,High,High,High,Low,Mid,High,Mid,High,High,High,High,High,High,High,Low,Low
U799,40~50,10~20,Law & Politics,Female,UOC,Adjunct,Non-PhD,Associate,Yes,Low,Low,Mid,High,Mid,Low,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Low,Low,Low,Mid,Mid,Mid,Mid,Mid,N/A,Low,Low,Mid,Mid,Mid,Low,Low,Low,High,Mid,Mid,Mid,Mid,Low,Mid,Low,Low,Low,High,Low,Low
U800,40~50,10~20,Health Sciences,Female,UOC,Adjunct,PhD,Professor,No,Low,Low,Low,High,Low,Low,Low,Low,Mid,Mid,Mid,Low,Low,Low,Low,Low,Low,Low,Low,Low,N/A,Low,Low,Low,Low,Low,Low,Low,Low,Low,Mid,Mid,Low,Low,Low,Low,Low,Low,Low,Mid,High,Low,Low
U801,40~50,0~10,Sciences,Male,UPF,Unknown,PhD,Unknown,No,Mid,Mid,High,High,Mid,Mid,High,High,High,High,Mid,High,High,Mid,Mid,High,High,High,Low,High,High,High,Mid,Low,High,High,High,Low,Mid,Low,High,High,High,High,High,High,High,Low,High,High,High,Low,Low
U802,50~60,20~30,Unknown,Male,UPF,Unknown,PhD,Unknown,No,Mid,Low,Mid,High,High,Low,High,High,High,Mid,Mid,Low,Mid,Low,Mid,Low,Low,High,Mid,High,High,High,Low,Low,High,Mid,Low,Low,High,Low,High,Low,Low,Low,Low,Low,Low,Low,Low,Mid,High,Low,Low
U803,40~50,10~20,Unknown,Female,UPF,Unknown,Non-PhD,Unknown,No,High,Mid,Mid,Mid,High,High,Mid,High,Mid,Mid,Mid,Mid,High,Mid,High,Low,Low,High,Low,High,High,High,Mid,Low,Mid,Low,High,Mid,High,High,High,Mid,Mid,Mid,Mid,Low,Low,High,High,High,High,Low,High
U804,60~70,20~30,Sciences,Male,UPF,Unknown,PhD,Unknown,No,Low,Mid,Mid,Mid,High,High,High,High,High,High,Mid,Mid,High,Mid,N/A,Low,Low,Low,Low,High,High,High,Low,Low,High,Mid,High,Low,Low,N/A,High,Low,High,High,High,Low,High,High,Low,High,Mid,Low,Low
U805,40~50,10~20,Arts & Humanities,Female,UPF,Unknown,PhD,Unknown,No,Mid,Mid,Mid,High,High,N/A,High,High,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Low,Low,Low,Low,Mid,High,Mid,N/A,Low,Mid,Mid,Mid,Low,Low,Mid,Low,Low,Mid,Mid,High,High,High,High,Mid,Mid,Mid,Low,Low
U806,40~50,10~20,Arts & Humanities,Female,UPF,Unknown,PhD,Unknown,No,High,High,Mid,High,High,High,High,High,High,High,High,High,Mid,Mid,High,Mid,Mid,Mid,High,High,High,High,Mid,Mid,Mid,Mid,High,Mid,High,High,High,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,High,High,Low,Low
U807,30~40,0~10,Engineering & Architecture,Female,UPF,Unknown,PhD,Unknown,No,High,High,High,High,High,Mid,High,High,High,High,High,Low,High,N/A,High,Mid,High,High,High,High,High,High,High,Low,Low,Low,High,Low,Mid,Mid,Mid,Mid,Mid,High,High,High,High,High,High,High,High,Low,Low
U808,40~50,10~20,Arts & Humanities,Female,UPF,Unknown,PhD,Unknown,No,Mid,Mid,High,High,High,N/A,N/A,High,Low,Low,Mid,High,Low,N/A,N/A,Low,Low,Mid,Mid,High,High,High,Low,Low,Low,Low,Mid,Low,Mid,High,High,High,Low,Low,High,Mid,High,High,Low,Mid,Mid,Low,Mid
U809,40~50,10~20,Health Sciences,Male,UPF,Unknown,PhD,Unknown,No,Mid,Low,Mid,High,High,Mid,High,High,Mid,Mid,Low,High,Mid,Low,Mid,Low,Low,High,High,High,High,High,Low,Low,Low,Low,Mid,Low,Low,Low,High,High,Low,Low,Mid,Mid,Mid,Low,Low,High,High,Low,High
U810,20~30,0~10,Engineering & Architecture,Male,UPF,Unknown,PhD,Unknown,No,High,High,Mid,High,High,High,High,Mid,Mid,Mid,High,High,High,Mid,Mid,Low,Low,Mid,High,High,High,High,Mid,Mid,Low,Low,Mid,Low,High,High,High,Low,Mid,Mid,Mid,Low,Low,Low,Mid,Mid,Mid,Mid,Mid
U811,20~30,0~10,Arts & Humanities,Male,UPF,Unknown,Non-PhD,Unknown,No,Mid,Mid,Mid,High,High,Mid,High,High,High,Mid,Mid,High,High,Mid,Mid,Low,Low,High,Mid,High,High,High,Low,Low,Mid,Mid,High,Low,High,Mid,High,Mid,Mid,Mid,High,High,High,High,Low,High,High,Low,Low
U812,20~30,0~10,Engineering & Architecture,Female,UPF,Unknown,Non-PhD,Unknown,No,High,High,Mid,High,High,N/A,High,High,High,High,Mid,Mid,Mid,Low,N/A,Low,Low,High,Low,High,High,High,Low,Low,Mid,Low,High,Low,Mid,Mid,High,High,Low,Low,Low,High,High,Low,High,High,High,Low,Low
U813,60~70,more than 30,Health Sciences,Male,UPF,Unknown,PhD,Unknown,No,Mid,High,High,High,High,N/A,High,High,Mid,High,Mid,High,Mid,Mid,N/A,Low,Low,High,Mid,High,High,High,Low,Low,Low,Low,High,Low,Low,Low,High,Low,Low,Low,Low,Low,Low,Low,Low,Mid,Mid,Low,Low
U814,60~70,more than 30,Unknown,Male,UPF,Unknown,PhD,Unknown,Yes,Mid,High,High,High,High,High,High,High,High,High,High,Low,High,High,High,Low,High,High,High,High,High,High,Low,Low,High,High,High,High,N/A,High,High,Low,High,Low,Low,Low,N/A,High,High,High,High,Low,High
